"Name","Location","Data Type","EOL Comment"
"CAL_tc_min_engine_speed","003f999a","u16_rspeed_rpm","When the engine is below this speed threshold\, disable the traction control."
"CAL_tc_slip_adj2_enable_left_right_threshold","003f999c","u16_speed_1/100kph","When the difference between left and right wheel (front or rear axle) is above this speed threshold\, the adj2 is immediately enable."
"CAL_tc_slip_adj2_disable_delay","003f999e","u16_time_5ms","The adj2 is disable after this amount of time."
"CAL_tc_time_between_step","003f99a0","u16_time_5ms","When the car is slipping\, steps is increment at this time interval. And once the car is stabilised\, steps is also decrement at this time interval.

Formula: ign_adv_adj = 100% - STEPS - (slip - adj1 - adj2) * slip_to_retard_ratio"
"CAL_tc_min_slip","003f99a2","u8_factor_1/100","When the slip is above this value threshold\, activate the traction control.

Formula: slip = wheel_speed_rear / wheel_speed_front"
"CAL_tc_slip_to_retard_ratio","003f99a3","u8_factor_10/1632","When the car is slipping the ecu apply a factor to the advance of the ignition. A retard to the ignition makes the engine loose torque.

Formula: ign_adv_adj = 100% - steps - (slip - adj) * SLIP_TO_RETARD_RATIO"
"CAL_tc_ign_advance_adj_limit","003f99a4","u8_factor_1/255","Maximum ignition retard allowed for traction control."
"CAL_tc_slip_reactivity","003f99a5","u8_factor_1/256","At every cycle\, the sampled slip value is mixed with the previous value.

Formula: value = (100% - REACTIVITY) * previous + REACTIVITY * sample"
"CAL_ign_advance_idle_adj3_dt_engine_speed_age","003f99a6","uint8_t","Engine speed differential\, the current speed and an old speed are used. This value sets how old should be the second value. Between 0 and 10 (10 is the less sensitive)."
"CAL_idle_flow_base","003f99ab","u8_flow_100mg/s","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = FLOW_BASE + learned_adj1 - adj2 + adj3 + (adj4 * adj4_adj) + adj5 + adj6 + adj7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
"CAL_ecu_startrelay_max_runtime","003f99f0","u16_time_5ms","When the engine has run longer than this time threshold\, disable the start relay."
"CAL_evap_period","003f99f2","u16_time_25ns","TODO: Check scale\, it could be u16_time_50ns too."
"CAL_load_alphaN_adj_corr_limit_dt_engine_speed","003f99f6","u16_rspeed_rpm","The ECU will not make correction to the alphaN adj table\, if the negative or positive engine speed change is above this limit threshold."
"CAL_revlimit_offset_misfire_eval","003f99f8","u16_rspeed_rpm",""
"CAL_misc_engine_detection_on","003f99fa","u16_time_4us","When the engine is above this speed threshold\, the engine is considered as started."
"CAL_misc_engine_detection_off","003f99fc","u16_time_4us","When the engine is below this speed threshold\, the engine is considered as stopped."
"CAL_fan_high_off_min_time","003f99fe","u16_time_5ms","The high speed fan will be held off for at least this amount of time. Only afterwards it will be allowed to be turned back on."
"CAL_closedloop_O2_test_min_runtime","003f9a00","u16_time_5ms",""
"CAL_misc_gears","003f9a04","u16_ratio_rpm/kph[10]","The ECU estimates the current gear based on rpm and vehicle speed and these are the thresholds for that determination."
"CAL_closedloop_afr","003f9a18","u16_afr_1/100","Target afr value to enable the closed loop operation."
"CAL_closedloop_O2_test_low_threshold","003f9a1a","u16_voltage_5/1023v",""
"CAL_closedloop_O2_test_high_threshold","003f9a1c","u16_voltage_5/1023v",""
"CAL_closedloop_stft_limit","003f9a1e","u16_factor_1/2000","Maximum allowed negative or positive value for stft."
"CAL_fan_low_off_min_time","003f9a20","u16_time_5ms","The low speed fan will be held off for at least this amount of time. Only afterwards it will be allowed to be turned back on."
"CAL_ecu_fuelpump_prime","003f9a22","u16_time_5ms","When the ignition is switched on\, the ECU energises the fuel pump during this amount of time to prime the system before switching off."
"CAL_sensor_pps1_offset","003f9a2a","u16_voltage_5/1023v","Pedal position sensor 1 calibration.

Formula: pps1 = gain * (signal - OFFSET)"
"CAL_ac_min_runtime","003f9a2c","u16_time_5ms","The engine has to be running at least this amount of time\, before the A/C compressor can be turned on."
"CAL_load_alphaN_adj_corr_time_between_step","003f9a2e","u16_time_5ms","Minimum time between ECU correction of the alphaN adj table."
"CAL_load_alphaN_adj_corr_high_threshold","003f9a30","u16_factor_1/100","The ECU will make a -1% correction to the alphaN adj table\, if the ratio between the alphaN and the maf load is above this threshold."
"CAL_load_alphaN_adj_corr_low_threshold","003f9a32","u16_factor_1/100","The ECU will make a +1% correction to the alphaN adj table\, if the ratio between the alphaN and the maf load is below this threshold."
"CAL_load_alphaN_adj_corr_min_time","003f9a36","u16_time_5ms","Once the ECU is allowed to make corrections to the alphaN adj table\, wait this amount of time before the first correction. "
"CAL_sensor_pps2_offset","003f9a38","u16_voltage_5/1023v","Pedal position sensor 2 calibration. There is 2 potentiometers in the gas pedal for redundancy.

Formula: pps2 = gain * (signal - OFFSET)"
"CAL_idle_flow_adj8_corr_time_between_step","003f9a3e","u8_time_5ms","Minimum time between ECU correction of the flow_adj8 value."
"CAL_idle_flow_adj8_corr_max","003f9a3f","u8_flow_100mg/s","Maximum flow_adj8 value. The ECU will not make correction above this value."
"CAL_idle_flow_adj8_corr_min","003f9a40","u8_flow_-100mg/s","Minimum flow_adj8 value. The ECU will not make correction below this value."
"CAL_idle_flow_adj5_threshold","003f9a41","u8_speed_kph","When the car is below this speed threshold\, the flow_adj5 will be used.

Note: The ignition adj1_alternative will also be used instead of adj1."
"CAL_idle_flow_pps_threshold","003f9a42","u8_factor_1/1023","When the pps is above this position threshold\, disble the correction of the adj1_learned\, adj8 and more..."
"CAL_idle_flow_adj7_disable_threshold","003f9a43","u8_rspeed_8rpm","When the engine speed is below the target_speed+threshold\, the flow_adj7 is disable.

Note: Between the disable and enable threshold\, adj7 is factorized."
"CAL_idle_flow_adj7_enable_threshold","003f9a44","u8_rspeed_8rpm","When the engine speed is above the target_speed+threshold\, the flow_adj7 is enable.

Note: Between the disable and enable threshold\, adj7 is factorized."
"CAL_closedloop_stft_enrichment_step_adj","003f9a45","u8_factor_1/64","When a lean condition is detected\, the stft will enrich the mixture.

Formula (first)     : stft = stft + initial
Formula (subsequent): stft = stft + step
Formula (with adj)  : stft = stft + step * ADJ"
"CAL_sensor_maf_avg_size","003f9a48","uint8_t","An average is used on the sampled maf values. This value sets how many samples are used to build the average. Between 1 and 31 (1 no average\, 31 very smooth)."
"CAL_idle_flow_time_between_decrement","003f9a49","u8_time_5ms","When the flow is reduced\, it will be smoothly decremented (-0.1g/s) using the flow_time_between_decrement time interval."
"CAL_injtip_time_base","003f9a4a","u8_time_us","Standard: 60us for 330cc/min and 40us for 440cc/min injector."
"CAL_sensor_dt_tps2_age","003f9a4b","u8_time_5ms","Throttle body position differential value 2\, the current tps and an old tps values are used. This value sets how old should be the second value. Between 0 and 75ms."
"CAL_injtip_in_dt_tps2_limit","003f9a4e","u16_factor_1/1023","Positive limit value for dt_tps2. 

Formula: tip_out(t) = time_base * (DT_TPS2 - (adj2 * t)) * adj1 * adj3"
"CAL_injtip_in_dt_tps2_threshold","003f9a50","u16_factor_1/1023","Minimal dt_tps2 value to trigger the tip-in algorithm (t = 0)."
"CAL_injtip_out_dt_tps2_limit","003f9a52","u16_factor_1/1023","Negative limit value for dt_tps2. 

Formula: tip_out(t) = time_base * (DT_TPS2 - (adj2 * t)) * adj1 * adj3"
"CAL_injtip_out_dt_tps2_threshold","003f9a54","u16_factor_1/1023","Minimal dt_tps2 value to trigger the tip-out algorithm (t = 0)."
"CAL_closedloop_stft_time_between_step","003f9a56","u8_time_5ms","Minimum time between stft corrections."
"CAL_closedloop_stft_enleanment_step_adj","003f9a57","u8_factor_1/64","When a rich condition is detected\, the stft will enlean the mixture.

Formula (first)     : stft = stft - initial
Formula (subsequent): stft = stft - step
Formula (with adj)  : stft = stft - step * ADJ"
"CAL_closedloop_ltft_min_engine_air","003f9a58","u8_temp_5/8-40c","Minimum engine air temperature to enable the ltft correction."
"CAL_closedloop_ltft_min_fuel","003f9a59","u8_factor_1/255","Minimum fuel level to enable the ltft correction."
"CAL_misc_shift_lights_offset","003f9a5a","u16_rspeed_rpm",""
"CAL_misc_tps_max","003f9a5c","u16_factor_1/1023","Maximum target tps position (including the idle target tps position)."
"CAL_misc_tps_min","003f9a5e","u16_factor_1/1023","Minimum target tps position (including the idle target tps position)."
"CAL_idle_tps_max","003f9a60","u16_factor_1/1023","Maximum allowed tps position for idling.

Note: tps_max does not limit the tps engine stop value."
"CAL_dfso_disable_pps","003f9a62","u8_factor_1/1023","When the pps is below this position threshold\, disable the deceleration fuel shut off."
"CAL_dfso_enable_pps","003f9a63","u8_factor_1/1023","When the pps is above this position threshold\, enable the deceleration fuel shut off."
"CAL_dfso_enable_engine_speed","003f9a64","u16_rspeed_rpm","When the engine is above this speed threshold\, enable the deceleration fuel shut off."
"CAL_dfso_disable_engine_speed","003f9a66","u16_rspeed_rpm","When the engine is below this speed threshold\, disable the deceleration fuel shut off."
"CAL_dfso_enable_coolant","003f9a68","u8_temp_5/8-40c","When the engine coolant is above this temperature threshold\, enable the deceleration fuel shut off."
"CAL_dfso_disable_coolant","003f9a69","u8_temp_5/8-40c","When the engine coolant is below this temperature threshold\, disable the deceleration fuel shut off."
"CAL_idle_speed_time_between_decrement","003f9a6b","u8_time_5ms","Desired engine idle speed. When the speed is reduced\, it will be smoothly decremented (-10rpm) using the speed_time_between_decrement time interval."
"CAL_injtip_catalyst_adj_fadeout","003f9a6c","u8_factor_1/256","During DFSO the catalyst is oxidized. Add extra fuel (injection time) to reactivate the catalyst.

Formula: reactivate = (time_base * adj) * (ADJ_FADEOUT ^ t)"
"CAL_dfso_min_runtime","003f9a6d","u8_time_50ms","Minimum engine run time to allow deceleration fuel shut off."
"CAL_load_use_alphaN_speed_limit","003f9a6e","u16_rspeed_rpm","When the engine is above this speed limit\, ignore the alphaN table (only maf)."
"CAL_load_use_alphaN_dt_tps1_negative_threshold","003f9a70","u16_factor_1/1023","When the negative tps change (dt_tps1) is above this threshold\, use the alphaN load calculation."
"CAL_closedloop_ltft_min_atmo","003f9a78","i16_pressure_mbar","Minimum atmospheric pressure to enable the ltft correction."
"CAL_evap_?f","003f9a7a","u8_time_100ms",""
"CAL_evap_?g","003f9a7b","u8_time_1600ms",""
"CAL_evap_?h","003f9a7c","u8_time_100ms",""
"CAL_evap_duty_cycle_max","003f9a7e","u8_factor_1/255","Maximum allowed duty cycle for purge."
"CAL_evap_duty_cycle_min","003f9a7f","u8_factor_1/255","Minimum allowed duty cycle for purge."
"CAL_vvt_period","003f9a80","u16_time_25ns","Period of the pwm signal for the vvt."
"CAL_vvl_period","003f9a82","u16_time_25ns","Period of the pwm signal for the vvl."
"CAL_vvl_enable_rpm","003f9a84","u16_rspeed_rpm","When the engine is above this speed threshold\, engage the vvl."
"CAL_vvl_disable_rpm","003f9a86","u16_rspeed_rpm","When the engine is below this speed threshold\, disengage the vvl."
"CAL_vvl_enable_coolant","003f9a88","u8_temp_5/8-40c","When the engine coolant is above this temperature threshold\, enable the vvl."
"CAL_vvl_disable_coolant","003f9a89","u8_temp_5/8-40c","When the engine coolant is below this temperature threshold\, disable the vvl."
"CAL_vvl_enable_duty_cycle","003f9a8a","u16_factor_1/2048","Duty cycle of the pwm signal for the engaged vvl."
"CAL_vvl_disable_duty_cycle","003f9a8c","u16_factor_1/2048","Duty cycle of the pwm signal for the disengaged vvl."
"CAL_idle_flow_adj1_corr_min_maf_accumulated","003f9a92","u16_mass_g","The ECU will not make correction to the learned_flow_adj1 value\, unless the air is above this mass threshold."
"CAL_load_alphaN_adj_corr_limit_dt_tps","003f9a94","u16_factor_1/1023","The ECU will not make correction to the alphaN adj table\, if the negative or positive tps change is above this limit threshold."
"CAL_revlimit_offset_reset_timer","003f9a9c","u16_rspeed_rpm",""
"CAL_load_use_alphaN_dt_tps1_positive_threshold","003f9a9e","u16_factor_1/1023","When the positive tps change (dt_tps1) is above this threshold\, use the alphaN load calculation."
"CAL_misc_gears_6","003f9aa0","u16_ratio_rpm/kph[2]","Thresholds for the 6th gear."
"CAL_idle_speed_adj_ac_on","003f9aa4","u16_rspeed_rpm","Desired engine idle speed.

Formula: speed_target = speed_base + speed_adj + SPEED_ADJ_AC_ON"
"CAL_closedloop_ltft_idle_max_flow_threshold","003f9aa6","u16_flow_10mg/s","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the maximum maf flow for the idle range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_idle_max_engine_speed_threshold","003f9aa8","u16_rspeed_rpm","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the maximum engine speed for the idle range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_low_max_flow_threshold","003f9aaa","u16_flow_10mg/s","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the maximum maf flow for the low range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_low_min_flow_threshold","003f9aac","u16_flow_10mg/s","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the minimum maf flow for the low range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_low_max_load_threshold","003f9aae","u16_load_mg/stroke","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the maximum engine load for the low range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_low_min_load_threshold","003f9ab0","u16_load_mg/stroke","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the minimum engine load for the low range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_high_min_flow_threshold","003f9ab2","u16_flow_10mg/s","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the minimum maf flow for the high range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_high_min_load_threshold","003f9ab4","u16_load_mg/stroke","The ltft has 3 distincts ranges. The first range is when the engine is idling\, the second for low power and the third for high power.

This threshold defines the minimum engine load for the high range.

Formula (idle)      : ltft = 100%
Formula (low range) : ltft = low_adj
Formula (between)   : ltft = (low_adj * low_ratio) + (high_adj * high_ratio)
Formula (high range): ltft = high_adj

low_ratio = (maf - ltft_low_max_flow_threshold) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)
high_ratio = (ltft_high_min_flow_threshold - maf) / (ltft_high_min_flow_threshold - ltft_low_max_flow_threshold)

Note: low_adj and high_adj are saved in the eeprom."
"CAL_closedloop_ltft_min_coolant","003f9ab6","u8_temp_5/8-40c","Minimum engine coolant temperature to enable the ltft correction."
"CAL_closedloop_ltft_time_between_step","003f9ab7","u8_time_5s","Minimum time between ltft corrections."
"CAL_closedloop_ltft_stft_avg_high_threshold","003f9ab8","u16_factor_1/2000-2048/125","When the average stft is above this correction threshold\, the ltft is incremented.

Formula (idle)      : idle_adj = idle_adj + idle_step
Formula (low range) : low_adj = low_adj + 0.2%
Formula (between)   : -
Formula (high range): high_adj = high_adj + 0.2%"
"CAL_closedloop_ltft_stft_avg_low_threshold","003f9aba","u16_factor_1/2000-2048/125","When the average stft is below this correction threshold\, the ltft is decremented.

Formula (idle)      : idle_adj = idle_adj - idle_step
Formula (low range) : low_adj = low_adj - 0.2%
Formula (between)   : -
Formula (high range): high_adj = high_adj - 0.2%"
"CAL_closedloop_ltft_idle_max","003f9abc","u8_time_10us","Maximum allowed value for idle_adj."
"CAL_closedloop_ltft_idle_min","003f9abd","u8_time_-10us","Minimum allowed value for idle_adj."
"CAL_closedloop_ltft_low_max","003f9abe","u8_factor_1/512-1/2","Maximum allowed value for low_adj."
"CAL_closedloop_ltft_low_min","003f9abf","u8_factor_1/512-1/2","Minimum allowed value for low_adj."
"CAL_closedloop_ltft_high_max","003f9ac0","u8_factor_1/512-1/2","Maximum allowed value for high_adj."
"CAL_closedloop_ltft_high_min","003f9ac1","u8_factor_1/512-1/2","Minimum allowed value for high_adj."
"CAL_closedloop_stft_idle_enrichment_step","003f9ac2","u16_factor_1/2000","WITH IDLING ENGINE: When a lean condition is detected\, the stft will enrich the mixture.

Formula (first)     : stft = stft + initial
Formula (subsequent): stft = stft + STEP"
"CAL_closedloop_stft_idle_enleanment_step","003f9ac4","u16_factor_1/2000","WITH IDLING ENGINE: When a rich condition is detected\, the stft will enlean the mixture.

Formula (first)     : stft = stft - initial
Formula (subsequent): stft = stft - STEP"
"CAL_closedloop_stft_idle_enrichment_initial","003f9ac6","u16_factor_1/2000","WITH IDLING ENGINE: When a lean condition is detected\, the stft will enrich the mixture.

Formula (first)     : stft = stft + INITIAL
Formula (subsequent): stft = stft + step"
"CAL_closedloop_stft_idle_enleanment_initial","003f9ac8","u16_factor_1/2000","WITH IDLING ENGINE: When a rich condition is detected\, the stft will enlean the mixture.

Formula (first)     : stft = stft - INITIAL
Formula (subsequent): stft = stft - step"
"CAL_closedloop_stft_rich_threshold","003f9aca","u16_voltage_5/1023v","When the pre O2 sensor is above this voltage threshold\, a rich condition is detected and the stft will enlean the mixture."
"CAL_closedloop_stft_lean_threshold","003f9acc","u16_voltage_5/1023v","When the pre O2 sensor is below this voltage threshold\, a lean condition is detected and the stft will enrich the mixture."
"CAL_inj_flow_rate","003f9ad0","u16_flow_mg/s","Injector size: 4600mg/s = 330cc/min and 6200mg/s = 440cc/min. This parameter doesn't affect the tip-in/out value\, change the base time of tip accordingly.

Formula:

a = (load / (afr_base - afr_adj)) - evap
b = a / (efficiency * FLOW_RATE)
c = b * adj1 * adj2 * adj3 + tip_in + tip_out + reactive
d = base + ltft_idle + (1 + stft + 2 * ltft) * c

inj_time = d"
"CAL_misc_airbox_flap_close","003f9ad6","u16_rspeed_rpm","When the engine is below this speed threshold\, close the flap in the airbox."
"CAL_misc_airbox_flap_open","003f9ad8","u16_rspeed_rpm","When the engine is above this speed threshold\, open the flap in the airbox."
"CAL_vvl_enable_rpm_high_load","003f9ada","u16_rspeed_rpm","HIGH LOAD: When the engine is above this speed threshold\, engage the vvl."
"CAL_vvl_disable_rpm_high_load","003f9adc","u16_rspeed_rpm","HIGH LOAD: When the engine is below this speed threshold\, disengage the vvl."
"CAL_vvl_enable_high_load_threshold","003f9ade","u8_load_4mg/stroke","HIGH LOAD: When the load is above this threshold\, use the high load thresholds."
"CAL_vvl_disable_high_load_threshold","003f9adf","u8_load_4mg/stroke","HIGH LOAD: When the load is below this threshold\, use the normal thresholds."
"CAL_sensor_engine_air_scaling","003f9af0","u8_temp_5/8-40c[33]","Scaling of the engine air temperature sensor.

If use tmap = 0: The air temperature sensor from maf is used.
If use tmap = 1: The air temperature sensor from map is used."
"CAL_sensor_coolant_scaling","003f9b12","u8_temp_5/8-40c[33]","Scaling of the engine coolant temperature sensor."
"CAL_sensor_intake_air_scaling","003f9b34","u8_temp_5/8-40c[33]","Scaling of the air temperature sensor. Build into the maf."
"CAL_sensor_O2_scaling_X_signal","003f9b56","u8_voltage_5/1023v[16]",""
"CAL_sensor_O2_scaling","003f9b66","u8_lambda_1/100[16]","Scaling of the both oxygen (lambda) sensors."
"CAL_inj_time_base_X_car_voltage","003f9b76","u8_voltage_72/1023v[16]",""
"CAL_inj_time_base","003f9b86","u8_time_20us[16]","Injector dead time.

Formula:

a = (load / (afr_base - afr_adj)) - evap
b = a / (efficiency * flow_rate)
c = b * adj1 * adj2 * adj3 + tip_in + tip_out + reactive
d = BASE + ltft_idle + (1 + stft + 2 * ltft) * c

inj_time = d"
"CAL_ign_advance_cranking_X_stop_coolant","003f9b98","u8_temp_5/8-40c[8]",""
"CAL_ign_advance_cranking","003f9ba0","u8_angle_1/4deg[8]","Ignition advance (degree before top dead center) when cranking.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + adj1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = ADVANCE_CRANKING"
"CAL_injtip_catalyst_adj","003f9c08","uint8_t[17]","During DFSO the catalyst is oxidized. Add extra fuel (injection time) to reactivate the catalyst.

Formula: reactivate = (time_base * ADJ) * (adj_fadeout ^ t)"
"CAL_ign_advance_idle_adj1_alternative_X_idle_error","003f9c1a","u8_rspeed_4-512rpm[16]",""
"CAL_ign_advance_idle_adj1_alternative","003f9c2a","u8_angle_1/4-32deg[16]","Ignition advance idle adjustment.

Note: The ignition adj1_alternative will be used instead of adj1\, when the car is below the idle_flow_adj5_threshold speed.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + ADJ1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + ADJ1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_idle_flow_adj2_X_atmo_pressure","003f9cd2","u8_pressure_4mbar[8]",""
"CAL_idle_flow_adj2","003f9cda","u8_flow_100mg/s[8]","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = flow_base + learned_adj1 - ADJ2 + adj3 + (adj4 * adj4_adj) + adj5 + adj6 + adj7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
"CAL_sensor_fuel_scaling","003f9ce2","u8_factor_1/156-14/156[9]","Scaling of the fuel level sensor."
"CAL_closedloop_min_runtime","003f9cec","u8_time_s[17]","The engine has to be running at least this amount of time\, before the closed loop operation can be activated."
"CAL_vvt_advance_low_cam_base_X_engine_speed","003f9d04","u8_rspeed_125/4+500rpm[16]",""
"CAL_vvt_advance_low_cam_base_Y_engine_load","003f9d14","u8_load_4mg/stroke[16]",""
"CAL_vvt_advance_low_cam_base","003f9d24","u8_angle_1/4deg[256]","Intake camshaft advance when vvl is disengaged.

Formula: advance = BASE - adj"
"CAL_vvt_advance_adj_X_coolant","003f9e24","u8_temp_5/8-40c[16]",""
"CAL_vvt_advance_adj","003f9e34","u8_angle_1/4deg[16]","Intake camshaft advance adjustment.

Formula: advance = base - ADJ"
"CAL_inj_time_adj1_X_stop_coolant","003f9e44","u8_temp_5/8-40c[16]",""
"CAL_inj_time_adj1_Y_maf_accumulated","003f9e54","u8_mass_g[24]",""
"CAL_inj_time_adj1","003f9e6c","u8_factor_1/32[384]","Fueling adjustment at startup. It's like a carburetor choke. The last line should always be 100%.

Formula:

a = (load / (afr_base - afr_adj)) - evap
b = a / (efficiency * flow_rate)
c = b * ADJ1 * adj2 * adj3 + tip_in + tip_out + reactive
d = base + ltft_idle + (1 + stft + 2 * ltft) * c

inj_time = d"
"CAL_load_alphaN_engine_stop_X_tps","003f9fec","u8_factor_1/255[16]",""
"CAL_load_alphaN_engine_stop","003f9ffc","u8_load_4mg/stroke[16]","Initial alphaN load calculation for cranking.

Formula: load = BASE * (atmo_pressure / 1013mbar) * (298°K / temp_engine_air)

Note: temp_engine_air in Kelvin degrees."
"CAL_inj_time_adj2_X_engine_air","003fa00c","u8_temp_5/8-40c[16]",""
"CAL_inj_time_adj2","003fa01c","u8_factor_1/128[16]","Fueling adjustment with the air temperature.

Formula:

a = (load / (afr_base - afr_adj)) - evap
b = a / (efficiency * flow_rate)
c = b * adj1 * ADJ2 * adj3 + tip_in + tip_out + reactive
d = base + ltft_idle + (1 + stft + 2 * ltft) * c

inj_time = d"
"CAL_ign_advance_adj1_X_engine_air","003fa02c","u8_temp_5/8-40c[16]",""
"CAL_ign_advance_adj1","003fa03c","u8_angle_1/4-32deg[16]","Ignition advance adjustement with the engine air temperature.

Formula (low cam) : adv = low_cam_base * adj2 * tc_adj + ADJ1 + (adj3 * adj3_adj) + adj4
Formula (high cam): adv = high_cam_base * adj2 * tc_adj + ADJ1 + (adj3 * adj3_adj) + adj4
Formula (idle)    : adv = idle_base + idle_adj1 + idle_adj2 + idle_adj3 + idle_adj_ac_on
Formula (dfso)    : adv = advance_dfso
Formula (cranking): adv = advance_cranking"
"CAL_idle_speed_base_X_coolant","003fa04c","u8_temp_5/8-40c[16]",""
"CAL_idle_speed_base","003fa05c","u8_rspeed_4+500rpm[16]","Desired engine idle speed.

Formula: speed_target = SPEED_BASE + speed_adj + speed_adj_ac_on"
"CAL_idle_flow_adj4_adj_X_coolant","003fa06c","u8_temp_5/8-40c[16]",""
"CAL_idle_flow_adj4_adj_Y_maf_accumulated","003fa07c","u8_mass_4g[8]",""
"CAL_idle_flow_adj4_adj","003fa084","u8_factor_1/64[128]","Compute the needed engine power (air flow) to keep a stabilized idling.

Formula: flow = flow_base + learned_adj1 - adj2 + adj3 + (adj4 * ADJ4_ADJ) + adj5 + adj6 + adj7 + adj8 + adj_ac + adj_fan_low + adj_fan_high - evap_flow

Note: adj8 is a dynamic adjustment."
